1.000000000000000000e+01,4.228300000000000182e+03,7.349122099999999627e+05
2.000000000000000000e+01,4.221949999999999818e+03,4.730469475000000675e+05
3.000000000000000000e+01,4.236500000000000000e+03,4.631751166666666395e+05
4.000000000000000000e+01,4.356600000000000364e+03,5.378772900000000373e+05
5.000000000000000000e+01,4.424899999999999636e+03,6.271739299999999348e+05
6.000000000000000000e+01,4.399199999999999818e+03,5.624753599999999860e+05
7.000000000000000000e+01,4.466942857142857065e+03,7.326982824489795603e+05
8.000000000000000000e+01,4.468562500000000000e+03,7.864750210937500233e+05
9.000000000000000000e+01,4.451877777777777737e+03,7.458110183950616047e+05
1.000000000000000000e+02,4.485250000000000000e+03,7.925749475000000093e+05
1.100000000000000000e+02,4.507018181818181802e+03,7.958713451239666902e+05
1.200000000000000000e+02,4.528883333333333212e+03,8.045282863888889551e+05
1.300000000000000000e+02,4.512776923076922685e+03,7.943787733136094175e+05
1.400000000000000000e+02,4.524921428571428805e+03,7.878200723979591858e+05
1.500000000000000000e+02,4.537453333333332921e+03,7.942184611555555603e+05
1.600000000000000000e+02,4.547606249999999818e+03,7.726327637109375792e+05
1.700000000000000000e+02,4.565341176470587925e+03,7.926894012456747005e+05
1.800000000000000000e+02,4.535494444444444525e+03,7.795809388580246596e+05
1.900000000000000000e+02,4.560889473684210316e+03,8.175975509418284055e+05
2.000000000000000000e+02,4.559164999999999964e+03,8.324569177749999799e+05
2.100000000000000000e+02,4.572028571428571013e+03,8.146870658503401792e+05
2.200000000000000000e+02,4.569590909090909008e+03,8.317663508264463162e+05
2.300000000000000000e+02,4.569495652173913186e+03,8.221274760680530453e+05
2.400000000000000000e+02,4.578158333333333758e+03,8.143672249305554433e+05
2.500000000000000000e+02,4.589467999999999847e+03,8.419230329759999877e+05
2.600000000000000000e+02,4.574696153846153720e+03,8.196903422928994987e+05
2.700000000000000000e+02,4.564696296296296168e+03,8.014056855418381747e+05
2.800000000000000000e+02,4.556689285714285688e+03,7.878624855994897662e+05
2.900000000000000000e+02,4.547572413793103806e+03,7.706257137217597337e+05
3.000000000000000000e+02,4.549683333333333394e+03,7.712398030555556761e+05
3.100000000000000000e+02,4.542067741935484264e+03,7.591890889594171895e+05
3.200000000000000000e+02,4.533331250000000182e+03,7.432778840234375093e+05
3.300000000000000000e+02,4.553339393939393631e+03,7.637691757208447671e+05
3.400000000000000000e+02,4.555773529411764684e+03,7.604278634169551078e+05
