1.000000000000000000e+01,4.353100000000000364e+03,4.733654900000000489e+05
2.000000000000000000e+01,4.650149999999999636e+03,8.936454274999999907e+05
3.000000000000000000e+01,4.448233333333333576e+03,6.006568455555556575e+05
4.000000000000000000e+01,4.465250000000000000e+03,3.748395875000000233e+05
5.000000000000000000e+01,4.527699999999999818e+03,7.148219699999999721e+05
6.000000000000000000e+01,4.466666666666666970e+03,8.368826888888891554e+05
7.000000000000000000e+01,4.413000000000000000e+03,5.387289428571428871e+05
8.000000000000000000e+01,4.611125000000000000e+03,6.736045343750000466e+05
9.000000000000000000e+01,4.750655555555555111e+03,1.050592692469135160e+06
1.000000000000000000e+02,4.622109999999999673e+03,6.731019178999998840e+05
1.100000000000000000e+02,4.505481818181818198e+03,6.529323223966939840e+05
1.200000000000000000e+02,4.510324999999999818e+03,8.428087360416667070e+05
1.300000000000000000e+02,4.565846153846154266e+03,7.180447609467452858e+05
1.400000000000000000e+02,4.416778571428571013e+03,5.744473581122449832e+05
1.500000000000000000e+02,4.433393333333333430e+03,5.319718919555553002e+05
1.600000000000000000e+02,4.523706250000000182e+03,5.932501574609379750e+05
1.700000000000000000e+02,4.507399999999999636e+03,6.710641811764707090e+05
1.800000000000000000e+02,4.514133333333333212e+03,6.346130155555556994e+05
1.900000000000000000e+02,4.522600000000000364e+03,5.627786505263155559e+05
2.000000000000000000e+02,4.595270000000000437e+03,6.846014871000000276e+05
2.100000000000000000e+02,4.562923809523809723e+03,5.693474894331066171e+05
2.200000000000000000e+02,4.474022727272727025e+03,6.249541585743800970e+05
2.300000000000000000e+02,4.603143478260869415e+03,6.386984533270322718e+05
2.400000000000000000e+02,4.550179166666666788e+03,7.875754470659720246e+05
2.500000000000000000e+02,4.558368000000000393e+03,6.515483205760000274e+05
2.600000000000000000e+02,4.463284615384615790e+03,7.016252497633134481e+05
2.700000000000000000e+02,4.492137037037036862e+03,6.538031108504802687e+05
2.800000000000000000e+02,4.441867857142857247e+03,6.953351789668368874e+05
2.900000000000000000e+02,4.524196551724137862e+03,6.973138958501785528e+05
3.000000000000000000e+02,4.539109999999999673e+03,7.615309578999999212e+05
3.100000000000000000e+02,4.508864516129032381e+03,6.047657816441204632e+05
3.200000000000000000e+02,4.520287500000000364e+03,6.752534173437505960e+05
3.300000000000000000e+02,4.537639393939393813e+03,6.638110608723598998e+05
3.400000000000000000e+02,4.470155882352941262e+03,5.964118609948100056e+05
3.500000000000000000e+02,4.539534285714285943e+03,6.685565002530615311e+05
3.600000000000000000e+02,4.470597222222222626e+03,6.545687961033949396e+05
3.700000000000000000e+02,4.558548648648648850e+03,6.276106206062809797e+05
3.800000000000000000e+02,4.497834210526315474e+03,7.125775172506928211e+05
3.900000000000000000e+02,4.475387179487179310e+03,5.506764475279422477e+05
4.000000000000000000e+02,4.462130000000000109e+03,6.760358531000002986e+05
4.100000000000000000e+02,4.496548780487804834e+03,6.025597305472933222e+05
4.200000000000000000e+02,4.533266666666666424e+03,7.570518574603174347e+05
4.300000000000000000e+02,4.523272093023255366e+03,6.223924492212001933e+05
4.400000000000000000e+02,4.540863636363636033e+03,6.141496404958679341e+05
4.500000000000000000e+02,4.472037777777777592e+03,6.648167741283954820e+05
4.600000000000000000e+02,4.462178260869564838e+03,5.486292899621929973e+05
4.700000000000000000e+02,4.511780851063829687e+03,6.844184562290628674e+05
4.800000000000000000e+02,4.549279166666666242e+03,6.393098720659718383e+05
4.900000000000000000e+02,4.469687755102040683e+03,5.597384188296545763e+05
5.000000000000000000e+02,4.476528000000000247e+03,6.043249852160005830e+05
5.100000000000000000e+02,4.473303921568627629e+03,6.178958703767781844e+05
5.200000000000000000e+02,4.480901923076922685e+03,6.532461807655319571e+05
5.300000000000000000e+02,4.522456603773584902e+03,7.568805160412969999e+05
5.400000000000000000e+02,4.511681481481481569e+03,6.565914355829909910e+05
5.500000000000000000e+02,4.439305454545454268e+03,5.869931285157022066e+05
5.600000000000000000e+02,4.480149999999999636e+03,5.636100667857150547e+05
5.700000000000000000e+02,4.523105263157895024e+03,5.748454661126496503e+05
5.800000000000000000e+02,4.515346551724137498e+03,7.119317333501783432e+05
5.900000000000000000e+02,4.545884745762711646e+03,6.544324850215452025e+05
6.000000000000000000e+02,4.516618333333332885e+03,6.093400726638886845e+05
6.100000000000000000e+02,4.453914754098360390e+03,6.627501337167426245e+05
6.200000000000000000e+02,4.505572580645160997e+03,5.596444447320498293e+05
6.300000000000000000e+02,4.449641269841269605e+03,6.597739379793396220e+05
6.400000000000000000e+02,4.475707812499999818e+03,7.128293286889635492e+05
6.500000000000000000e+02,4.482552307692307295e+03,6.367085580331356032e+05
6.600000000000000000e+02,4.507548484848484804e+03,6.438982688613401260e+05
6.700000000000000000e+02,4.541576119402984659e+03,7.315090949521055445e+05
6.800000000000000000e+02,4.495710294117647209e+03,7.202224175410899334e+05
6.900000000000000000e+02,4.496042028985507386e+03,7.096516518567522289e+05
7.000000000000000000e+02,4.571171428571428805e+03,7.830778191836740589e+05
7.100000000000000000e+02,4.458480281690141055e+03,6.296452721463994822e+05
7.200000000000000000e+02,4.557037500000000364e+03,7.261510388715288136e+05
7.300000000000000000e+02,4.497020547945205180e+03,6.282981982079183217e+05
7.400000000000000000e+02,4.518018918918918644e+03,6.980483401826150948e+05
7.500000000000000000e+02,4.483985333333333074e+03,6.793207877848893404e+05
7.600000000000000000e+02,4.529038157894737196e+03,7.187779314387128688e+05
7.700000000000000000e+02,4.451875324675324919e+03,6.237200649755436461e+05
7.800000000000000000e+02,4.460903846153845734e+03,6.142102894723861245e+05
7.900000000000000000e+02,4.476110126582278099e+03,6.531410043278322555e+05
8.000000000000000000e+02,4.534352499999999964e+03,6.516083982437495142e+05
8.100000000000000000e+02,4.520239506172839356e+03,6.924242833775342442e+05
8.200000000000000000e+02,4.469447560975610031e+03,6.289029496891739545e+05
8.300000000000000000e+02,4.478896385542168900e+03,7.111492832399473991e+05
8.400000000000000000e+02,4.533873809523809541e+03,7.322394197902503656e+05
8.500000000000000000e+02,4.542720000000000255e+03,7.001101521882361267e+05
8.600000000000000000e+02,4.473937209302325755e+03,6.442971728015140397e+05
8.700000000000000000e+02,4.507602298850574698e+03,6.235012556268988410e+05
8.800000000000000000e+02,4.459085227272727025e+03,6.582301802363124443e+05
8.900000000000000000e+02,4.487124719101123446e+03,7.464016170294154435e+05
9.000000000000000000e+02,4.520385555555555584e+03,7.221607413469136227e+05
9.100000000000000000e+02,4.491189010989010967e+03,6.529846961429778021e+05
9.200000000000000000e+02,4.504409782608695423e+03,6.915340722956040408e+05
9.300000000000000000e+02,4.503304301075268995e+03,7.011511944976304658e+05
9.400000000000000000e+02,4.510892553191489242e+03,6.169270661147574428e+05
9.500000000000000000e+02,4.479116842105263459e+03,6.297967937163434690e+05
9.600000000000000000e+02,4.480984375000000000e+03,6.072804862141927006e+05
9.700000000000000000e+02,4.529463917525773468e+03,6.952146858114566421e+05
9.800000000000000000e+02,4.472829591836734835e+03,6.839877434100380633e+05
9.900000000000000000e+02,4.499793939393939581e+03,6.117166585491271690e+05
